"year","month","day","team","opponent","location","teamscore","oppscore","OT"
2015,2,8,"Air Force","Duke","V",7,13,NA
2015,2,14,"Air Force","Marist","H",6,7,NA
2015,2,21,"Air Force","Denver","V",6,16,NA
2015,2,22,"Air Force","Canisius","H",13,6,NA
2015,2,28,"Air Force","Furman","V",6,4,NA
2015,3,7,"Air Force","Vermont","N",10,11,3
2015,3,8,"Air Force","VMI","N",12,8,NA
2015,3,14,"Air Force","Detroit Mercy","H",9,6,NA
2015,3,21,"Air Force","High Point","V",9,10,NA
2015,3,28,"Air Force","Jacksonville","H",18,5,NA
2015,4,4,"Air Force","Bellarmine","N",11,8,NA
2015,4,11,"Air Force","Mercer","V",10,7,NA
2015,4,18,"Air Force","Robert Morris","H",10,9,NA
2015,4,23,"Air Force","Quinnipiac","H",10,12,NA
2015,5,2,"Air Force","Navy","H",8,9,NA
2015,2,21,"Albany (NY)","Drexel","V",15,8,NA
2015,2,28,"Albany (NY)","Cornell","N",9,16,NA
2015,3,7,"Albany (NY)","Massachusetts","H",10,9,NA
2015,3,14,"Albany (NY)","Stony Brook","V",17,15,NA
2015,3,17,"Albany (NY)","Canisius","V",26,6,NA
2015,3,21,"Albany (NY)","Hartford","H",24,6,NA
2015,3,25,"Albany (NY)","Harvard","V",21,18,NA
2015,3,28,"Albany (NY)","UMass Lowell","H",25,0,NA
2015,4,2,"Albany (NY)","Syracuse","V",12,17,NA
2015,4,4,"Albany (NY)","Vermont","V",20,10,NA
2015,4,11,"Albany (NY)","Binghamton","V",15,11,NA
2015,4,14,"Albany (NY)","Bryant","V",10,8,NA
2015,4,18,"Albany (NY)","Yale","H",12,11,NA
2015,4,21,"Albany (NY)","Siena","V",23,7,NA
2015,4,25,"Albany (NY)","UMBC","H",20,9,NA
2015,4,30,"Albany (NY)","Hartford","H",15,6,NA
2015,5,2,"Albany (NY)","Stony Brook","H",22,9,NA
2015,5,9,"Albany (NY)","Cornell","V",19,10,NA
2015,5,16,"Albany (NY)","Notre Dame","N",10,14,NA
2015,2,7,"Army West Point","Massachusetts","V",12,7,NA
2015,2,9,"Army West Point","VMI","H",24,3,NA
2015,2,15,"Army West Point","Jacksonville","V",20,4,NA
2015,2,22,"Army West Point","Syracuse","V",9,12,NA
2015,2,28,"Army West Point","Lafayette","H",14,3,NA
2015,3,3,"Army West Point","Rutgers","V",9,7,NA
2015,3,7,"Army West Point","Holy Cross","V",6,7,NA
2015,3,14,"Army West Point","Loyola Maryland","H",10,12,NA
2015,3,21,"Army West Point","Lehigh","V",7,5,NA
2015,3,28,"Army West Point","Bucknell","V",12,4,NA
2015,4,4,"Army West Point","Boston U.","H",17,8,NA
2015,4,11,"Army West Point","Navy","V",7,10,NA
2015,4,17,"Army West Point","Colgate","H",5,8,NA
2015,4,21,"Army West Point","Loyola Maryland","V",12,11,NA
2015,4,24,"Army West Point","Navy","V",11,7,NA
2015,4,26,"Army West Point","Colgate","N",8,11,NA
2015,5,2,"Army West Point","Notre Dame","H",8,17,NA
2015,2,7,"Bellarmine","Michigan","V",9,16,NA
2015,2,14,"Bellarmine","Robert Morris","V",13,10,NA
2015,2,27,"Bellarmine","Ohio St.","H",7,8,NA
2015,3,1,"Bellarmine","Detroit Mercy","H",11,14,NA
2015,3,14,"Bellarmine","Furman","V",7,9,NA
2015,3,21,"Bellarmine","VMI","H",17,7,NA
2015,3,28,"Bellarmine","Mercer","V",6,8,NA
2015,3,31,"Bellarmine","Marquette","H",9,3,NA
2015,4,4,"Bellarmine","Air Force","N",8,11,NA
2015,4,11,"Bellarmine","Jacksonville","H",17,9,NA
2015,4,18,"Bellarmine","Richmond","H",6,11,NA
2015,4,25,"Bellarmine","High Point","V",9,10,NA
2015,2,22,"Binghamton","Marist","H",9,12,NA
2015,2,24,"Binghamton","Cornell","N",10,17,NA
2015,2,28,"Binghamton","Hobart and William Smith Colleges","H",10,11,NA
2015,3,8,"Binghamton","Delaware","V",11,7,NA
2015,3,14,"Binghamton","UMBC","V",13,4,NA
2015,3,21,"Binghamton","Towson","H",8,9,NA
2015,3,24,"Binghamton","Drexel","V",5,9,NA
2015,3,28,"Binghamton","Hartford","H",12,13,NA
2015,4,4,"Binghamton","UMass Lowell","V",14,6,NA
2015,4,11,"Binghamton","Albany (NY)","H",11,15,NA
2015,4,14,"Binghamton","Canisius","V",11,9,NA
2015,4,19,"Binghamton","Stony Brook","V",13,14,1
2015,4,25,"Binghamton","Vermont","H",13,14,NA
2015,2,7,"Boston U.","Mercer","H",18,6,NA
2015,2,14,"Boston U.","Canisius","H",13,9,NA
2015,2,21,"Boston U.","Lehigh","V",9,10,NA
2015,2,25,"Boston U.","Providence","V",4,7,NA
2015,2,28,"Boston U.","Vermont","V",15,7,NA
2015,3,7,"Boston U.","Colgate","V",18,11,NA
2015,3,14,"Boston U.","Lafayette","H",17,8,NA
2015,3,21,"Boston U.","Bucknell","H",11,9,NA
2015,3,28,"Boston U.","Navy","V",6,14,NA
2015,4,4,"Boston U.","Army West Point","V",8,17,NA
2015,4,7,"Boston U.","Harvard","H",8,9,NA
2015,4,11,"Boston U.","Loyola Maryland","H",6,8,NA
2015,4,17,"Boston U.","Holy Cross","H",10,12,NA
2015,5,3,"Boston U.","Duke","V",7,13,NA
2015,2,21,"Brown","Quinnipiac","H",17,6,NA
2015,2,28,"Brown","Massachusetts","V",18,12,NA
2015,3,4,"Brown","Hartford","V",17,8,NA
2015,3,8,"Brown","Michigan","V",22,12,NA
2015,3,14,"Brown","Harvard","H",14,9,NA
2015,3,17,"Brown","Bucknell","H",9,10,1
2015,3,21,"Brown","Manhattan","H",22,9,NA
2015,3,24,"Brown","Marist","H",16,15,1
2015,3,29,"Brown","Princeton","V",10,8,NA
2015,4,4,"Brown","Penn","H",11,14,NA
2015,4,11,"Brown","Yale","V",10,16,NA
2015,4,14,"Brown","Providence","V",15,11,NA
2015,4,18,"Brown","Cornell","H",15,6,NA
2015,4,21,"Brown","Bryant","V",9,8,NA
2015,4,25,"Brown","Dartmouth","V",17,8,NA
2015,5,1,"Brown","Yale","H",6,10,NA
2015,5,10,"Brown","Denver","V",9,15,NA
2015,2,7,"Bryant","Colgate","H",5,9,NA
2015,2,14,"Bryant","Bucknell","V",5,7,NA
2015,2,21,"Bryant","Hartford","H",11,9,NA
2015,2,28,"Bryant","Yale","V",9,16,NA
2015,3,7,"Bryant","Drexel","V",8,11,NA
2015,3,10,"Bryant","North Carolina","V",9,10,NA
2015,3,21,"Bryant","Hobart and William Smith Colleges","V",6,7,1
2015,3,24,"Bryant","Providence","H",7,5,NA
2015,3,29,"Bryant","Saint Joseph's","H",7,8,NA
2015,4,4,"Bryant","Wagner","V",5,3,NA
2015,4,7,"Bryant","Sacred Heart","H",16,6,NA
2015,4,11,"Bryant","Robert Morris","H",10,8,NA
2015,4,14,"Bryant","Albany (NY)","H",8,10,NA
2015,4,18,"Bryant","Mt. St. Mary's","V",8,6,NA
2015,4,21,"Bryant","Brown","H",8,9,NA
2015,4,30,"Bryant","Hobart and William Smith Colleges","N",11,8,NA
2015,5,2,"Bryant","Saint Joseph's","V",10,6,NA
2015,5,6,"Bryant","Marist","V",6,10,NA
2015,2,7,"Bucknell","Delaware","V",11,12,NA
2015,2,14,"Bucknell","Bryant","H",7,5,NA
2015,2,21,"Bucknell","Navy","V",8,7,NA
2015,2,28,"Bucknell","Colgate","H",8,10,NA
2015,3,7,"Bucknell","Lehigh","V",9,8,1
2015,3,10,"Bucknell","Fairfield","H",10,9,NA
2015,3,14,"Bucknell","Holy Cross","H",15,6,NA
2015,3,17,"Bucknell","Brown","V",10,9,1
2015,3,21,"Bucknell","Boston U.","V",9,11,NA
2015,3,28,"Bucknell","Army West Point","H",4,12,NA
2015,4,4,"Bucknell","Mt. St. Mary's","V",11,12,NA
2015,4,11,"Bucknell","Lafayette","N",14,13,NA
2015,4,17,"Bucknell","Loyola Maryland","H",10,9,1
2015,4,21,"Bucknell","Lehigh","H",13,8,NA
2015,4,24,"Bucknell","Colgate","N",5,18,NA
2015,2,14,"Canisius","Boston U.","V",9,13,NA
2015,2,21,"Canisius","Furman","N",8,9,1
2015,2,22,"Canisius","Air Force","V",6,13,NA
2015,2,28,"Canisius","Michigan","V",5,13,NA
2015,3,10,"Canisius","Hobart and William Smith Colleges","V",4,10,NA
2015,3,14,"Canisius","Manhattan","V",8,4,NA
2015,3,17,"Canisius","Albany (NY)","H",6,26,NA
2015,3,21,"Canisius","Marist","H",7,9,NA
2015,3,28,"Canisius","Siena","H",10,9,1
2015,4,4,"Canisius","Monmouth","V",7,10,NA
2015,4,7,"Canisius","Cornell","V",6,12,NA
2015,4,11,"Canisius","Quinnipiac","H",7,9,NA
2015,4,14,"Canisius","Binghamton","H",9,11,NA
2015,4,19,"Canisius","VMI","V",20,6,NA
2015,4,25,"Canisius","Detroit Mercy","V",6,11,NA
2015,2,7,"Colgate","Bryant","V",9,5,NA
2015,2,14,"Colgate","Vermont","V",10,8,NA
2015,2,21,"Colgate","Lafayette","H",12,10,NA
2015,2,28,"Colgate","Bucknell","V",10,8,NA
2015,3,7,"Colgate","Boston U.","H",11,18,NA
2015,3,14,"Colgate","Fairfield","V",9,13,NA
2015,3,17,"Colgate","Cornell","V",9,10,1
2015,3,21,"Colgate","Navy","H",6,7,NA
2015,3,28,"Colgate","Loyola Maryland","V",11,4,NA
2015,4,4,"Colgate","Lehigh","H",12,8,NA
2015,4,11,"Colgate","Holy Cross","V",14,13,NA
2015,4,17,"Colgate","Army West Point","V",8,5,NA
2015,4,24,"Colgate","Bucknell","N",18,5,NA
2015,4,26,"Colgate","Army West Point","N",11,8,NA
2015,5,2,"Colgate","Syracuse","H",7,9,NA
2015,5,10,"Colgate","North Carolina","V",12,19,NA
2015,2,15,"Cornell","Syracuse","V",6,14,NA
2015,2,20,"Cornell","Hobart and William Smith Colleges","N",16,8,NA
2015,2,24,"Cornell","Binghamton","N",17,10,NA
2015,2,28,"Cornell","Albany (NY)","N",16,9,NA
2015,3,7,"Cornell","Virginia","V",14,15,NA
2015,3,14,"Cornell","Yale","V",14,7,NA
2015,3,17,"Cornell","Colgate","H",10,9,1
2015,3,21,"Cornell","Penn","H",10,9,3
2015,3,28,"Cornell","Dartmouth","H",8,2,NA
2015,4,4,"Cornell","Harvard","V",9,10,NA
2015,4,7,"Cornell","Canisius","H",12,6,NA
2015,4,11,"Cornell","Hofstra","H",14,5,NA
2015,4,18,"Cornell","Brown","V",6,15,NA
2015,4,25,"Cornell","Princeton","H",15,10,NA
2015,5,1,"Cornell","Princeton","N",7,11,NA
2015,5,9,"Cornell","Albany (NY)","H",10,19,NA
2015,2,21,"Dartmouth","Ohio St.","V",5,15,NA
2015,2,28,"Dartmouth","Notre Dame","V",5,20,NA
2015,3,4,"Dartmouth","Sacred Heart","H",9,10,NA
2015,3,7,"Dartmouth","Wagner","V",11,10,NA
2015,3,21,"Dartmouth","Harvard","H",12,11,2
2015,3,24,"Dartmouth","Vermont","H",16,15,NA
2015,3,28,"Dartmouth","Cornell","V",2,8,NA
2015,4,4,"Dartmouth","Yale","V",4,10,NA
2015,4,11,"Dartmouth","Princeton","H",5,16,NA
2015,4,14,"Dartmouth","NJIT","V",7,5,NA
2015,4,18,"Dartmouth","Penn","V",12,15,NA
2015,4,21,"Dartmouth","UMass Lowell","H",18,9,NA
2015,4,25,"Dartmouth","Brown","H",8,17,NA
2015,2,1,"Delaware","High Point","V",10,15,NA
2015,2,7,"Delaware","Bucknell","H",12,11,NA
2015,2,15,"Delaware","Ohio St.","V",3,10,NA
2015,2,24,"Delaware","Mt. St. Mary's","V",11,10,NA
2015,2,28,"Delaware","Villanova","V",4,10,NA
2015,3,3,"Delaware","Holy Cross","H",18,6,NA
2015,3,8,"Delaware","Binghamton","H",7,11,NA
2015,3,14,"Delaware","Rutgers","H",12,17,NA
2015,3,18,"Delaware","Manhattan","H",12,5,NA
2015,3,21,"Delaware","Saint Joseph's","H",6,14,NA
2015,3,28,"Delaware","Hofstra","H",5,9,NA
2015,4,4,"Delaware","Towson","H",7,12,NA
2015,4,11,"Delaware","Drexel","V",8,9,1
2015,4,18,"Delaware","Fairfield","V",11,12,2
2015,4,24,"Delaware","Massachusetts","V",10,9,NA
2015,2,14,"Denver","Duke","N",17,13,NA
2015,2,21,"Denver","Air Force","H",16,6,NA
2015,2,22,"Denver","Furman","N",10,5,NA
2015,2,27,"Denver","North Carolina","V",10,12,NA
2015,3,7,"Denver","Notre Dame","H",11,10,1
2015,3,14,"Denver","Ohio St.","V",11,13,NA
2015,3,17,"Denver","Lehigh","V",10,4,NA
2015,3,21,"Denver","Penn St.","N",10,8,NA
2015,3,28,"Denver","Georgetown","H",19,7,NA
2015,4,3,"Denver","Villanova","H",15,4,NA
2015,4,11,"Denver","St. John's (NY)","V",18,5,NA
2015,4,18,"Denver","Providence","H",13,9,NA
2015,4,25,"Denver","Marquette","V",18,11,NA
2015,4,30,"Denver","Villanova","V",16,9,NA
2015,5,2,"Denver","Georgetown","N",16,8,NA
2015,5,10,"Denver","Brown","H",15,9,NA
2015,5,16,"Denver","Ohio St.","N",15,13,NA
2015,5,23,"Denver","Notre Dame","N",11,10,1
2015,5,25,"Denver","Maryland","N",10,5,NA
2015,2,7,"Detroit Mercy","Ohio St.","H",9,8,NA
2015,2,14,"Detroit Mercy","Michigan","V",6,15,NA
2015,2,21,"Detroit Mercy","Robert Morris","H",11,10,1
2015,2,27,"Detroit Mercy","Marquette","N",6,12,NA
2015,3,1,"Detroit Mercy","Bellarmine","V",14,11,NA
2015,3,4,"Detroit Mercy","Mercer","H",12,7,NA
2015,3,14,"Detroit Mercy","Air Force","V",6,9,NA
2015,3,21,"Detroit Mercy","Quinnipiac","V",12,13,NA
2015,3,28,"Detroit Mercy","Manhattan","H",13,7,NA
2015,4,4,"Detroit Mercy","Marist","V",7,8,NA
2015,4,11,"Detroit Mercy","Monmouth","H",9,8,NA
2015,4,18,"Detroit Mercy","Siena","V",14,13,NA
2015,4,25,"Detroit Mercy","Canisius","H",11,6,NA
2015,4,30,"Detroit Mercy","Quinnipiac","N",9,16,NA
2015,2,14,"Drexel","Virginia","V",10,14,NA
2015,2,21,"Drexel","Albany (NY)","H",8,15,NA
2015,2,24,"Drexel","Villanova","H",11,14,NA
2015,2,28,"Drexel","Maryland","V",3,12,NA
2015,3,3,"Drexel","Saint Joseph's","H",11,7,NA
2015,3,7,"Drexel","Bryant","H",11,8,NA
2015,3,14,"Drexel","St. John's (NY)","V",9,10,NA
2015,3,21,"Drexel","Michigan","V",9,7,NA
2015,3,24,"Drexel","Binghamton","H",9,5,NA
2015,3,28,"Drexel","Fairfield","H",4,7,NA
2015,4,4,"Drexel","Hofstra","V",8,7,NA
2015,4,11,"Drexel","Delaware","H",9,8,1
2015,4,18,"Drexel","Massachusetts","V",9,12,NA
2015,4,25,"Drexel","Towson","H",11,10,NA
2015,4,30,"Drexel","Towson","N",8,11,NA
2015,2,7,"Duke","High Point","V",16,13,NA
2015,2,8,"Duke","Air Force","H",13,7,NA
2015,2,14,"Duke","Denver","N",13,17,NA
2015,2,15,"Duke","Mercer","V",16,6,NA
2015,2,28,"Duke","Harvard","H",21,14,NA
2015,3,1,"Duke","Providence","H",20,8,NA
2015,3,7,"Duke","Loyola Maryland","H",14,8,NA
2015,3,14,"Duke","Georgetown","V",15,13,NA
2015,3,22,"Duke","Syracuse","V",7,19,NA
2015,3,29,"Duke","North Carolina","V",14,15,NA
2015,4,4,"Duke","Notre Dame","H",10,15,NA
2015,4,12,"Duke","Virginia","H",15,8,NA
2015,4,15,"Duke","Stony Brook","V",17,11,NA
2015,4,18,"Duke","Marquette","V",15,8,NA
2015,4,24,"Duke","Notre Dame","N",13,8,NA
2015,4,26,"Duke","Syracuse","N",14,15,NA
2015,5,3,"Duke","Boston U.","H",13,7,NA
2015,5,9,"Duke","Ohio St.","H",11,16,NA
2015,2,14,"Fairfield","Holy Cross","H",9,10,NA
2015,2,18,"Fairfield","Providence","V",10,6,NA
2015,2,21,"Fairfield","Manhattan","H",15,4,NA
2015,2,28,"Fairfield","Stony Brook","V",9,10,NA
2015,3,7,"Fairfield","Yale","V",8,9,1
2015,3,10,"Fairfield","Bucknell","V",9,10,NA
2015,3,14,"Fairfield","Colgate","H",13,9,NA
2015,3,17,"Fairfield","UMass Lowell","V",11,5,NA
2015,3,21,"Fairfield","Villanova","H",11,4,NA
2015,3,28,"Fairfield","Drexel","V",7,4,NA
2015,4,4,"Fairfield","Massachusetts","V",10,9,NA
2015,4,11,"Fairfield","Towson","H",7,8,NA
2015,4,18,"Fairfield","Delaware","H",12,11,2
2015,4,24,"Fairfield","Hofstra","H",5,4,NA
2015,4,30,"Fairfield","Massachusetts","H",8,9,NA
2015,2,7,"Furman","North Carolina","V",4,19,NA
2015,2,14,"Furman","Lehigh","H",11,14,NA
2015,2,21,"Furman","Canisius","N",9,8,1
2015,2,22,"Furman","Denver","N",5,10,NA
2015,2,28,"Furman","Air Force","H",4,6,NA
2015,3,7,"Furman","Mt. St. Mary's","H",6,7,NA
2015,3,14,"Furman","Bellarmine","H",9,7,NA
2015,3,21,"Furman","Mercer","H",10,11,1
2015,3,28,"Furman","High Point","V",3,10,NA
2015,4,4,"Furman","Richmond","V",2,8,NA
2015,4,11,"Furman","VMI","H",13,5,NA
2015,4,25,"Furman","Jacksonville","V",11,7,NA
2015,4,30,"Furman","Richmond","V",7,8,NA
2015,2,14,"Georgetown","Notre Dame","V",12,14,NA
2015,2,22,"Georgetown","Towson","H",6,9,NA
2015,2,28,"Georgetown","Hofstra","H",13,11,NA
2015,3,4,"Georgetown","Mt. St. Mary's","V",11,5,NA
2015,3,7,"Georgetown","Hobart and William Smith Colleges","H",15,10,NA
2015,3,10,"Georgetown","Vermont","H",18,10,NA
2015,3,14,"Georgetown","Duke","H",13,15,NA
2015,3,18,"Georgetown","Loyola Maryland","V",13,12,NA
2015,3,21,"Georgetown","Marquette","H",10,9,NA
2015,3,28,"Georgetown","Denver","V",7,19,NA
2015,4,4,"Georgetown","Providence","V",9,6,NA
2015,4,11,"Georgetown","Villanova","H",17,8,NA
2015,4,18,"Georgetown","Virginia","V",9,12,NA
2015,4,25,"Georgetown","St. John's (NY)","H",13,10,NA
2015,4,30,"Georgetown","Marquette","N",12,8,NA
2015,5,2,"Georgetown","Denver","N",8,16,NA
2015,2,21,"Hartford","Bryant","V",9,11,NA
2015,2,28,"Hartford","Manhattan","H",15,5,NA
2015,3,4,"Hartford","Brown","H",8,17,NA
2015,3,7,"Hartford","Quinnipiac","V",10,9,1
2015,3,14,"Hartford","UMass Lowell","H",13,5,NA
2015,3,17,"Hartford","Holy Cross","V",2,11,NA
2015,3,21,"Hartford","Albany (NY)","V",6,24,NA
2015,3,28,"Hartford","Binghamton","V",13,12,NA
2015,3,31,"Hartford","Siena","V",14,9,NA
2015,4,4,"Hartford","UMBC","H",9,8,1
2015,4,11,"Hartford","Massachusetts","H",15,8,NA
2015,4,14,"Hartford","Sacred Heart","H",8,9,3
2015,4,18,"Hartford","Vermont","V",11,14,NA
2015,4,24,"Hartford","Stony Brook","H",8,9,1
2015,4,30,"Hartford","Albany (NY)","V",6,15,NA
2015,2,21,"Harvard","Massachusetts","H",14,13,NA
2015,2,28,"Harvard","Duke","V",14,21,NA
2015,3,3,"Harvard","Quinnipiac","H",17,12,NA
2015,3,7,"Harvard","Penn St.","H",12,9,NA
2015,3,9,"Harvard","Holy Cross","V",20,9,NA
2015,3,14,"Harvard","Brown","V",9,14,NA
2015,3,17,"Harvard","North Carolina","V",10,15,NA
2015,3,21,"Harvard","Dartmouth","V",11,12,2
2015,3,25,"Harvard","Albany (NY)","H",18,21,NA
2015,4,4,"Harvard","Cornell","H",10,9,NA
2015,4,7,"Harvard","Boston U.","V",9,8,NA
2015,4,11,"Harvard","Penn","H",9,10,NA
